id,q,r
3609,"""Evolution and religion. The evolutionist zealots are essentially pushig to remove any""","""Of course evolutionists want to remove any possible religious connotation from evolutionary teaching. Of"""
4045,""". The later of course can be eliminated as it does not fit the provable criteria""","""Science and truth. But the latter is exactly what some ( especially in the U."""
9403,""". the later the better , it seems to me""","""Well you seem to use your head for something Addison48 , unlike some we shall"""
9513,""". The only mind you need to know in this particular thread is your own . The""","""Why do n't you take your own advice ? What would it take to change YOUR"""
5879,""". Therefore , the population control claim lacks sufficient reason to be a justification for abortion .""","""But abortion is still illegal. But then , the justification for abortion rests on the right"""
6437,"""5. The toxic spewings of the collective have a corrosive effect on society generally""","""Oh, I see you are trying to use the First Amendment to get your point across"""
73,"""The Truth is Out There. The truth is out there ...""",""". And amongst us"""
1365,"""4. Yes , the unborn are being dehumanized . They 're `` babies ``""","""I don't know. I think you just made the point that they 're people"""
7262,"""3. You are just playing dumb , right ? There will be fewer technicians and fewer""",""". Well then this does n't answer my question . If you have 10 doctors for"""
4188,"""3. These last two cases are of course not the norm , but they indicate the""","""3. And you have just described `` creation science. `` No application of the scientific"""
7880,"""These tests are very important. They appear to me to be legitimate safety tests to assure""","""3. You yourself said you do n't even know what the gun laws in California"""
3813,""". They did n't `` prove `` anything ! !""","""Yes they did. Yes they did : `` ... it ate itself. `` No wonder"""
3619,"""You did n't answer her question , nor did you address her point . You simply""","""( ) ... anyhow , once a fetus is eight months , I believe , they"""
9142,"""3. To be an atheist , one must have absolute knowledge about everything ; they must""",""". False . This is not a valid definition of atheism . Atheism is the lack"""
3506,"""This firefighter had the view that most people have. Yep , he holds to the position""","""I don't know what you are talking about. Actually , most people do not hold"""
7876,"""Editor's Note: This post has been updated to correct an error. This error becomes""","""2. Although few mothers would do such a thing , I think that it is clear"""
7656,"""You throw an argument that you think is like the top anti-creationist argument in""","""SkepticGunt: I don't think that the speed of light is the"""
2668,"""1. This is n't interesting at all . What did these magical `` light-""","""Hey guys. Just some interesting information I learned when we went caving a couple years"""
5875,""". This is n't interesting at all . What did these magical `` light-sensitive""","""1. I 'm confused . Are you saying photo-sensitive bacteria are n't"""
3993,"""5. What 's this to do with Gun Control ?""","""Everything basically . You 're held captive by hostile natives that have set up barricades"""
8310,"""This would explain why evolution is slow. This would also explain why gradualism is not""",""". Uh , how ?"""
7671,"""I agree. Too bad evolution is a scientific theory and an empirically verified fact .""","""4. This argument is self-defeating . A theory is not a fact ,"""
3666,"""Who are you to tell me which `` tools `` I need ? The second amendment has""","""Go get them . It absolutely astounds me that there are Americans who feel that they"""
7668,"""2. Two gun deaths per 100,000 population per year instead of fourteen ?""","""How many suicides vs. versus how many suicides ? Different strokes for different folks ."""
6064,""". Ummm ... what 's to explain , none of those contradict with theistic""","""Lurch : I do n't have time to quote everything you said so I '"""
4764,""". When that occurs is variable .""","""3. So why can not juvenile crimes which would otherwise be death penalty eligible be treated"""
28,"""5. Viva La Libertad.""","""Viva La Libertad. I see you Americans deal as loosely with the French"""
1623,"""5. We are adapted to living longer .""","""No , we have not adapted to the needs of the elderly . Just look at the"""
1858,"""4. We would have more crime , less crime.""","""Grizzly6626 : I guess it could n't be any worse then"""
472,""". Well done , martini guy !""",""". Actually not ."""
7759,"""4. What about them ? Is this a question ?""","""Q. Well , you 've told me you do not believe , literally , in"""
1401,"""Q. What are you referring to here ?""","""This is a good question. Well , this guy is so bad ad arguing and so"""
3570,"""You need n't be far left to support reasonable gun regulation . What current firearm related""","""5. Reasonable gun regulation is an oxymoron like military intelligence . You mean"""
3284,""". 1 ) What did the bear replace ?""","""The .3 was the first version of the .7 that I had and it was"""
5708,""". Where 's the barf smiley when you need it ? What gunt""","""God. The same God that created a troll like you ."""
2793,"""3. What price activist judges ?""","""I'm sorry. I think you may have missed this part of the article ."""
4872,"""3. What should the world look like with the very different set of phy [""","""1. It would n't . Altering any of the fundamental universal constants changes them"""
6687,"""5. What would you like ? ...""","""I agree with him that honest citizens will commit crimes if given guns. I would like"""
5064,""". . .""","""I'm not surprised. I 'm not surprised ."""
6454,"""This 21 week baby is being aborted because it was in the wrong place at the wrong""",""". And ? Ignoring your absurd claim that an embryo can choose its location , why"""
4169,"""5. Who on earth worships the Koran ?""",""". Muslims ."""
4058,"""Why do some of you guys insist on being rabid haters of anyone who cares about""","""Oh. oh because for the past decade or so they have been indoctrinated into hating"""
340,"""5. Why should Alice and Bob not be permitted to kill this chronically ill child ?""",""". See above ."""
5227,""". Why so many what ?""",""". Different sciences . There are different spins on the data depending upon your socio-political"""
6136,""". Why would someone make that up and pass it off as a real event ? .""","""They didn’t. Well , they did ."""
